for(int i=0;i<jsonProducts.length();++i){
JSONObject jsonProduct=jsonProducts.getJSONObject(i);
String expirationStr=null;
Date expirationDate=null;
if(jsonProduct.has(""expiration_date"")){
expirationStr=jsonProduct.getString(""expiration_date"");
}
if(expirationStr==null||expirationStr.equals(""null"")||expirationStr.equals(""0000-00-00 00:00:00"")){
expirationDate=null;
}else {
expirationDate=formatter.parse(expirationStr);
}
Product product=new Product(Integer.parseInt(jsonProduct.getString(""product_id"")),jsonProduct.getString(""name""),jsonProduct.getString(""description""),jsonProduct.getString(""location""),resolveCategories(jsonProduct.getJSONArray(""categories"")),""SI Unit"",jsonProduct.getString(""price""),jsonProduct.getInt(""quantity""),expirationDate,Uri.parse(jsonProduct.getString(""thumb_image"")),parseAuxImages());
result.add(product);
}
return result;
}"
30	"@Override public boolean isPrimitive(){
return true;
}"
31	"void debugValidate(){
if(focusLength>STRICT_NODE_LENGTH){
throw new IllegalStateException(""focus len:""+focusLength+"" gt STRICT_NODE_LENGTH:""+STRICT_NODE_LENGTH+""\n""+this.indentedStr(0));
}
int sz=root.debugValidate();
if(sz!=size-focusLength){
throw new IllegalStateException(""Size incorrect.  Root size: ""+root.size()+"" RrbSize: ""+size+"" focusLen: ""+focusLength+""\n""+this.indentedStr(0));
}
if((focusStartIndex<0)||(focusStartIndex>size)){
throw new IllegalStateException(""focusStartIndex out of bounds!\n""+this.indentedStr(0));
}
if(!root.equals(eliminateUnnecessaryAncestors(root))){
throw new IllegalStateException(""Unnecessary ancestors!\n""+this.indentedStr(0));
}
}"
32	"@RequestMapping(""/create_comment"") public ResponseEntity<Map<String,Object>> createComment(Map<String,Object> request){
Map<String,Object> respond=new HashMap<String,Object>();
try{
int userId=userManager.validateAccessToken(request);
String body=(String)request.get(""commentBody"");
String type="""";
int mappingId=Util.nullInt;
try{
type=(String)request.get(""type"");
mappingId=(int)request.get(""mappingId"");
}catch(NullPointerException e){
}
commentManager.saveComment(body,type,mappingId,userId);
respond.put(""error"","""");
}catch(Exception e){
respond=Util.createErrorRespondFromException(e);
}
return new ResponseEntity<Map<String,Object>>(respond,HttpStatus.OK);
}"
33	"private void leftTurnChecker(){
for(int j=0;j<shortestPath.length;j++){
for(int i=1;i<shortestPath[j].length;i++){
Edge firstEdge=shortestPath[j][i-1];
Edge secondEdge=shortestPath[j][i];
int firstEdgeV=firstEdge.either();
int firstEdgeW=firstEdge.other(firstEdge.either());
int secondEdgeV=secondEdge.other(secondEdge.either());
double[] firstIntersection=intersectionTree.search(firstEdgeV);
double[] middleIntersection=intersectionTree.search(firstEdgeW);
double[] lastIntersection=intersectionTree.search(secondEdgeV);
double firstIntersectionX=((firstIntersection[0]+150.52852)/5.4142E-5);
double firstIntersectionY=((firstIntersection[1]-38.247154)/(-5.61075E-5));
double middleIntersectionX=((middleIntersection[0]+150.52852)/5.4142E-5);
double middleIntersectionY=((middleIntersection[1]-38.247154)/(-5.61075E-5));
double lastIntersectionX=((lastIntersection[0]+150.52852)/5.4142E-5);
double lastIntersectionY=((lastIntersection[1]-38.247154)/(-5.61075E-5));
double firstEdgeAngle=-Math.toDegrees(Math.atan2((middleIntersectionY-firstIntersectionY),(middleIntersectionX-firstIntersectionX)));
double secondEdgeAngle=-Math.toDegrees(Math.atan2((lastIntersectionY-middleIntersectionY),(lastIntersectionX-middleIntersectionX)));
if(firstEdgeAngle<0){
firstEdgeAngle+=360;
}
if(secondEdgeAngle<0){
secondEdgeAngle+=360;
}
if(firstEdgeAngle>=0&&firstEdgeAngle<180){
if((secondEdgeAngle>firstEdgeAngle)&&(secondEdgeAngle<(firstEdgeAngle+180))){
Iterable<Edge> intersectionAdjList=graph.adj(firstEdgeW);
int checkEitherCounter=1;
int intersectionID=-1;
double[] tempAdjIntersection;
double tempAdjAngle;
for(Edge adjEdge : intersectionAdjList){
if(checkEitherCounter==2){
intersectionID=adjEdge.either();
}
if(intersectionID==adjEdge.either()){
tempAdjIntersection=intersectionTree.search(adjEdge.other(adjEdge.either()));
double tempAdjIntersectionX=((tempAdjIntersection[0]+150.52852)/5.4142E-5);
double tempAdjIntersectionY=((tempAdjIntersection[1]-38.247154)/(-5.61075E-5));
tempAdjAngle=-Math.toDegrees(Math.atan2((tempAdjIntersectionY-middleIntersectionY),(tempAdjIntersectionX-middleIntersectionX)));
if(tempAdjAngle<0){
tempAdjAngle+=360;
}
if((tempAdjAngle<secondEdgeAngle)&&(tempAdjAngle>(firstEdgeAngle-20))){
Edge[] threeRightTurns=rightTurnLoop(intersectionAdjList,firstEdge);
displayRoute(threeRightTurns,true);
}
}
checkEitherCounter++;
}
}
}else {
if((secondEdgeAngle>firstEdgeAngle)||((secondEdgeAngle>0)&&(secondEdgeAngle<(firstEdgeAngle-180)))){
if(secondEdgeAngle>firstEdgeAngle){
Iterable<Edge> intersectionAdjList=graph.adj(firstEdgeW);
int checkEitherCounter=1;
int intersectionID=-1;
double[] tempAdjIntersection;
double tempAdjAngle;
for(Edge adjEdge : intersectionAdjList){
if(checkEitherCounter==2){
intersectionID=adjEdge.either();
}
if(intersectionID==adjEdge.either()){
tempAdjIntersection=intersectionTree.search(adjEdge.other(adjEdge.either()));
double tempAdjIntersectionX=((tempAdjIntersection[0]+150.52852)/5.4142E-5);
double tempAdjIntersectionY=((tempAdjIntersection[1]-38.247154)/(-5.61075E-5));
tempAdjAngle=-Math.toDegrees(Math.atan2((tempAdjIntersectionY-middleIntersectionY),(tempAdjIntersectionX-middleIntersectionX)));
if(tempAdjAngle<0){
tempAdjAngle+=360;
}
if((tempAdjAngle<secondEdgeAngle)&&(tempAdjAngle>(firstEdgeAngle-20))){
Edge[] threeRightTurns=rightTurnLoop(intersectionAdjList,firstEdge);
displayRoute(threeRightTurns,true);
}
}
checkEitherCounter++;
}
}else {
if(secondEdgeAngle<firstEdgeAngle){
Iterable<Edge> intersectionAdjList=graph.adj(firstEdgeW);
int checkEitherCounter=1;
int intersectionID=-1;
double[] tempAdjIntersection;
double tempAdjAngle;
for(Edge adjEdge : intersectionAdjList){
if(checkEitherCounter==2){
intersectionID=adjEdge.either();
}
if(intersectionID==adjEdge.either()){
tempAdjIntersection=intersectionTree.search(adjEdge.other(adjEdge.either()));
double tempAdjIntersectionX=((tempAdjIntersection[0]+150.52852)/5.4142E-5);
double tempAdjIntersectionY=((tempAdjIntersection[1]-38.247154)/(-5.61075E-5));
tempAdjAngle=-Math.toDegrees(Math.atan2((tempAdjIntersectionY-middleIntersectionY),(tempAdjIntersectionX-middleIntersectionX)));
if(tempAdjAngle<0){
tempAdjAngle+=360;
}
if((tempAdjAngle>=0)&&(tempAdjAngle<=secondEdgeAngle)){
Edge[] threeRightTurns=rightTurnLoop(intersectionAdjList,firstEdge);
displayRoute(threeRightTurns,true);
}
}
checkEitherCounter++;
}
}
}
}
}
}
}
}"
34	"@Override public void onRequestPermissionsResult(int requestCode,String[] permissions,int[] grantResults){
switch (requestCode){
case RequestPermissionCode :

{
if(grantResults.length>0&&grantResults[0]==PackageManager.PERMISSION_GRANTED&&grantResults[1]==PackageManager.PERMISSION_GRANTED&&grantResults[2]==PackageManager.PERMISSION_GRANTED){
Toast.makeText(this,""Permission Granted"",Toast.LENGTH_SHORT).show();
}else {
Toast.makeText(this,""Permission Canceled"",Toast.LENGTH_SHORT).show();
}
return ;
}
case RequestCameraCode :

{
if(grantResults.length>0&&grantResults[0]==PackageManager.PERMISSION_GRANTED){
Toast.makeText(this,""Camera Permission Granted"",Toast.LENGTH_SHORT).show();
}else {
Toast.makeText(this,""Camera Permission Canceled"",Toast.LENGTH_SHORT).show();
}
return ;
}
case RequestCallCode :

{
if(grantResults.length>0&&grantResults[0]==PackageManager.PERMISSION_GRANTED){
Toast.makeText(this,""Call Permission Granted"",Toast.LENGTH_SHORT).show();
}else {
Toast.makeText(this,""Call Permission Canceled"",Toast.LENGTH_SHORT).show();
}
return ;
}
case RequestExternalStorageCode :

{
if(grantResults.length>0&&grantResults[0]==PackageManager.PERMISSION_GRANTED){
Toast.makeText(this,""External Storage Permission Granted"",Toast.LENGTH_SHORT).show();
}else {
Toast.makeText(this,""External Storage Permission Canceled"",Toast.LENGTH_SHORT).show();
}
return ;
}
case RequestLocationCode :

{
if(grantResults.length>0&&grantResults[0]==PackageManager.PERMISSION_GRANTED){
Toast.makeText(this,""Location Permission Granted"",Toast.LENGTH_SHORT).show();
}else {
Toast.makeText(this,""Location Permission Canceled"",Toast.LENGTH_SHORT).show();
}
return ;
}
case RequestSmsCode :

{
if(grantResults.length>0&&grantResults[0]==PackageManager.PERMISSION_GRANTED){
Toast.makeText(this,""SMS Permission Granted"",Toast.LENGTH_SHORT).show();
}else {
Toast.makeText(this,""SMS Permission Canceled"",Toast.LENGTH_SHORT).show();
}
return ;
}
}
}"
35	"public void handle(Server.ClientHandler clientHandler,String msg){
switch (msg){
case ""!help"" :

list(clientHandler);
break;
case ""!play sueca"" :

clientHandler.disconnect();
clientHandler.delete();
clientDispatcher.addToSuecaQueue(clientHandler);
break;
case ""!play roulette"" :

clientHandler.delete();
clientHandler.disconnect();
clientDispatcher.startRoulette(clientHandler);
break;
case ""!play president"" :

clientHandler.delete();
clientHandler.disconnect();
clientDispatcher.addToPresidentQueue(clientHandler);
break;
default :

defaultMsg(clientHandler);
break;
}
}"
36	"public void setUserProfile(UserProfile userprofile){
this.userprofile=userprofile;
}"
37	"static long getValueFromAddress(String address){
long addressValue=0;
if(address!=null){
String trimmedAddress=address.trim();
if(trimmedAddress.startsWith(S_ASSEMBLY_ADDRESS)){
trimmedAddress=trimmedAddress.substring(S_ASSEMBLY_ADDRESS.length());
}
addressValue=Long.parseLong(trimmedAddress,16);
}
return addressValue;
}"
38	"void initDomaine(Domaine d){
toEdit=d;
tfNom.setText(d.getNom());
nomLabel.setText(d.getNom());
tfDomaine.setText(d.getDomaine());
tfCategorie.setText(d.getCategorie());
domaineLabel.setText(d.getDomaine());
iconeLocation=d.getIconeLocation();
ivIcone.setImage(app.imageManager.getImage(iconeLocation));
taNotes.setText(d.getNotes());
exists=true;
ArrayList<String> completion=new ArrayList<>();
for(Domaine dm : app.donneesActives.getDomaines()){
completion.add(dm.getCategorie());
}
TextFields.bindAutoCompletion(tfCategorie,completion);
Platform.runLater(() -> {
  tfNom.requestFocus();
  tfNom.selectAll();
}
);
}"
39	"@POST @Path(""/{id}/deactivate"") @Produces({MediaType.APPLICATION_XML,MediaType.APPLICATION_JSON}) @CheckPermission(roles={Role.TENANT_ADMIN}) public TaskResourceRep deactivateVcenter(URI id,boolean detachStorage) throws DatabaseException{
if(ComputeSystemHelper.isVcenterInUse(_dbClient,id)&&!detachStorage){
throw APIException.badRequests.resourceHasActiveReferences(Vcenter.class.getSimpleName(),id);
}else {
Vcenter vcenter=queryObject(Vcenter.class,id,true);
String taskId=UUID.randomUUID().toString();
Operation op=_dbClient.createTaskOpStatus(Vcenter.class,vcenter.getId(),taskId,ResourceOperationTypeEnum.DELETE_VCENTER);
ComputeSystemController controller=getController(ComputeSystemController.class,null);
controller.detachVcenterStorage(vcenter.getId(),true,taskId);
auditOp(OperationTypeEnum.DELETE_VCENTER,true,null,vcenter.auditParameters());
return toTask(vcenter,taskId,op);
}
}"
40	"@Override public Object interpret(IEvaluatorContext ctx){
return true;
}"
41	"@SuppressWarnings(""unchecked"") public D getDiagramByPath(org.uberfire.backend.vfs.Path file){
if(accepts(file)){
DefinitionSetService services=getServicesByPath(file);
if(null!=services){
 final String defSetId=getDefinitionSetId(services);
 final String name=parseFileName(file,services);
Metadata metadata=null;
InputStream metaDataStream=loadMetadataForPath(file);
if(null!=metaDataStream){
try{
metadata=services.getDiagramMarshaller().getMetadataMarshaller().unmarshall(metaDataStream);
}catch(java.io.IOException e){
LOG.error(""Cannot unmarshall metadata for diagram's path [""+file+""]"",e);
}
}
if(null==metadata){
metadata=buildMetadataInstance(file,defSetId,name);
}
metadata.setPath(file);
 final InputStream is=loadPath(file);
try{
Graph<DefinitionSet,?> graph=services.getDiagramMarshaller().unmarshall(metadata,is);
DiagramFactory<Metadata,?> factory=factoryManager.registry().getDiagramFactory(graph.getContent().getDefinition(),getMetadataType());
return (D)factory.build(name,metadata,graph);
}catch(java.io.IOException e){
LOG.error(""Cannot unmarshall diagram for diagram's path [""+file+""]"",e);
return null;
}
}
}
throw new UnsupportedOperationException(""Diagram format not supported [""+file+""]"");
}"
42	"@Override public void onViewCreated(View view,Bundle savedInstanceState){
super.onViewCreated(view,savedInstanceState);
}"
43	"@Override public boolean apply(Object o){
return true;
}"
44	"public OutlineMerger(){
debugDrawer=new DebugDrawer(){
  @Override public void draw(  ShapeRenderer shapeRenderer){
    debugDraw(shapeRenderer);
  }
}
;
}"
45	"@Override public void createBussiness(Serviceinformation BussinessInfo){
}"
46	"@Override public void removeAliases(URI uri,String fabricId,String fabricWwn,List<ZoneWwnAlias> aliases,String taskId) throws ControllerException{
NetworkSystem device=getDeviceObject(uri);
InterProcessLock fabricLock=NetworkFabricLocker.lockFabric(fabricId,_coordinator);
try{
NetworkSystemDevice networkDevice=getDevice(device.getSystemType());
if(networkDevice==null){
throw NetworkDeviceControllerException.exceptions.removeAliasesFailedNull(device.getSystemType());
}
BiosCommandResult result=networkDevice.removeAliases(device,aliases,fabricId,fabricWwn);
setStatus(NetworkSystem.class,device.getId(),taskId,result.isCommandSuccess(),result.getServiceCoded());
_auditMgr.recordAuditLog(null,null,EVENT_SERVICE_TYPE,OperationTypeEnum.REMOVE_ALIAS,System.currentTimeMillis(),AuditLogManager.AUDITLOG_SUCCESS,AuditLogManager.AUDITOP_END,device.getId().toString(),device.getLabel(),device.getPortNumber(),device.getUsername(),device.getSmisProviderIP(),device.getSmisPortNumber(),device.getSmisUserName(),device.getSmisUseSSL());
}catch(Exception ex){
ServiceError serviceError=NetworkDeviceControllerException.errors.removeAliasesFailedExc(device.getSystemType(),ex);
_dbClient.error(NetworkSystem.class,device.getId(),taskId,serviceError);
}finally{
NetworkFabricLocker.unlockFabric(fabricId,fabricLock);
}
}"
47	"@Override public void actionPerformed(ActionEvent e){
if(e.getSource().equals(confirmButton)){
CategoriesController controller=(CategoriesController)Controllers.getInstance().getController(ControllerType.CATEGORY_CONTROLLER);
RenameSubjectResponse resp=controller.renameSubject(subjectID,textField.getText());
if(!resp.getOperationStatus()){
JOptionPane.showMessageDialog(null,""ERROR"");
}
removeFromQueue();
}else {
if(e.getSource().equals(cancelButton)){
removeFromQueue();
}
}
}"
48	"private String getStringWithStaticColLength(Object columnValue,int length,boolean isColNumeric,boolean isFullWidth,String static_len_unit) throws DPFTRuntimeException{
StringBuilder sb=new StringBuilder();
if(columnValue==null){
String format=""%1$-""+length+""s"";
sb.append(String.format(format,"" ""));
return sb.toString();
}
if(columnValue instanceof String){
String s=(String)columnValue;
if(isColNumeric){
String format=""%1$0""+length;
if(s.indexOf(""."")!=-1){
int precision=s.length()-s.indexOf(""."")-1;
format=format+"".""+precision+""f"";
sb.append(String.format(format,Float.valueOf(s)));
}else {
format=format+""d"";
sb.append(String.format(format,Long.valueOf(s)));
}
}else {
s=(isFullWidth)?DPFTUtil.convertToFullWidth(s):s;
String format=null;
if(static_len_unit.equals(GlobalConstants.FILE_STATIC_LEN_UNIT_CHAR)){
s=truncateCharLength(s,length);
format=""%1$-""+length+""s"";
}else {
int adj_len=length;
if(this.getFileEncoding().equals(GlobalConstants.FILE_ENCODE_UTF8)){
s=truncateUTF8(s,length);
adj_len=getAdjustedLengthUTF8(s,length);
}else {
if(this.getFileEncoding().equalsIgnoreCase(GlobalConstants.FILE_ENCODE_BIG5)){
s=truncateBig5(s,length);
adj_len=getAdjustedLengthBig5(s,length);
}
}
format=""%1$-""+adj_len+""s"";
}
DPFTLogger.debug(this,""Format=""+format+"" String:""+s);
sb.append(String.format(format,s));
}
}
return sb.toString();
}"
49	"@Override public boolean mightHaveNext(){
return next!=null;
}"
50	"public boolean hasMoreConformations(RCTuple queryConf){
return getHeap(queryConf).size()>0;
}"
51	"private void writePost(){
if(UserAPI.isLoggedIn()){
Intent intent=new Intent(getActivity(),ShuffleActivity.class);
intent.putExtra(Consts.Extra_SubItem,subItem);
startActivityForResult(intent,Code_Publish_Post);
}else {
((BaseActivity)getActivity()).notifyNeedLog();
}
}"
52	"@Override public void onTextChanged(CharSequence s,int start,int before,int count){
if(s==""""||count==0){
mWarmSpotData.setMaxMethaneReading(0);
}else {
mWarmSpotData.setMaxMethaneReading(Double.parseDouble(s.toString()));
}
}"
53	"@Override public View onCreateView(LayoutInflater inflater,ViewGroup container,Bundle savedInstanceState){
 final View view=inflater.inflate(R.layout.fragment_saved_quotes,container,false);
preferredQuotes=Utils.extractPreferredQuotes(getContext(),Strings.PREFERRED_QUOTES);
if(!preferredQuotes.isEmpty()){
QuoteAdapter adapter=new QuoteAdapter(getContext(),preferredQuotes);
ListView mListView=view.findViewById(R.id.saved_quote_list_view);
mListView.setAdapter(adapter);
mListView.setOnItemClickListener(new AdapterView.OnItemClickListener(){
  @Override public void onItemClick(  AdapterView<?> parent,  View view,  int position,  long id){
    Utils.shareQuote(getContext(),preferredQuotes.get(position));
  }
}
);
}else {
TextView noSavedQuote=view.findViewById(R.id.textView2);
noSavedQuote.setVisibility(View.VISIBLE);
}
AdView mAdView=view.findViewById(R.id.adView);
AdRequest adRequest=new AdRequest.Builder().build();
if(mAdView!=null){
mAdView.loadAd(adRequest);
}
return view;
}"
54	"@Override public Object getValueAt(int row,int column){
switch (column){
case 0 :

return model.get(row).getExpression();
case 1 :

return model.get(row);
default :

return null;
}
}"
55	"@Override public T getHead(){
assert (size>0);
return (T)array[head];
}"
56	"public boolean isConflicted(){
return hasConflicts;
}"
57	"@Override public boolean hasPermission(String permission){
return this.getBukkitPlayer().hasPermission(permission);
}"
58	"@Override public boolean isEmpty(){
return head.getNextInWriteQueue()==head;
}"
59	"@Override public void onClick(View v){
beforeBodyPicUploadValue=1;
startActivity(new Intent(this,ImageChoose.class));
}"
60	"public boolean applies(Battle b,ActivePokemon caster,ActivePokemon victim,CastSource source){
return !(victim.isType(b,Type.GRASS)||victim.hasEffect(this.namesies));
}"
61	"@Override public X509Certificate[] getAcceptedIssuers(){
return new X509Certificate{};
}"
62	"@Override protected void onCreate(Bundle savedInstanceState){
super.onCreate(savedInstanceState);
setContentView(R.layout.activity_input_event);
String[] buildingsList={""CSE"",""Center"",""WLH"",""LEDDN"",""PRICE"",""York"",""Galbraith"",""Peterson"",""Cogs"",""Sequoyah"",""AP&M"",""Mandler"",""McGill"",""SOLIS""};
Spinner buildings=(Spinner)findViewById(R.id.buildingLocation);
adapter=new ArrayAdapter<String>(this,android.R.layout.simple_spinner_item,buildingsList);
adapter.setDropDownViewResource(android.R.layout.simple_spinner_item);
buildings.setAdapter(adapter);
buildings.setOnItemSelectedListener(this);
currEvent=ScheduleActivity.getCurrentEvent();
}"
63	"@Override public void onTextChanged(CharSequence s,int start,int before,int count){
modelId=0;
}"
64	"@Override int separatorEnd(int separatorPosition){
return separatorPosition+1;
}"
65	"@Override public void onResponse(JSONArray response){
try{
Log.d("""",""displaydrama response.length() ""+response.length());
for(int i=0;i<response.length();i++){
DramaInfo dramaInfo=new DramaInfo();
JSONObject jsonObject=null;
try{
jsonObject=(response.getJSONObject(i));
}catch(JSONException e){
e.printStackTrace();
Toast.makeText(getContext(),""Error: 1 ""+e.getMessage(),Toast.LENGTH_LONG).show();
}
String groups=jsonObject.getString(""groups"");
JSONObject jsonGroupsObject=new JSONObject(groups);
int groupId=jsonGroupsObject.getInt(""id"");
Log.d("""",""displaydrama jsonGroupsObject groupId ""+groupId);
String group_name=jsonGroupsObject.getString(""group_name"");
Log.d("""",""displaydrama jsonGroupsObject group_name ""+group_name);
dramaInfo.setGroup_name(group_name);
String drama=jsonObject.getString(""drama"");
Log.d("""",""displaydrama drama ""+drama);
JSONObject jsonDramaObject=new JSONObject(drama);
int dramaId=jsonDramaObject.getInt(""id"");
Log.d("""",""displaydrama jsonDramaObject dramaId ""+dramaId);
dramaInfo.setId(dramaId);
String date=jsonDramaObject.getString(""date"");
Log.d("""",""displaydrama jsonDramaObject date ""+date);
dramaInfo.setDatetime(date);
String title=jsonDramaObject.getString(""title"");
Log.d("""",""displaydrama jsonDramaObject title ""+title);
dramaInfo.setTitle(title);
String imageurl=jsonDramaObject.getString(""imageurl"");
Log.d("""",""displaydrama jsonDramaObject imageurl ""+imageurl);
dramaInfo.setLink_photo(imageurl);
String isFav=favouritesInfoDAOImpl.findfavBy(dramaInfo.getId());
dramaInfo.setIsfav(isFav);
dramaInfoDAO.addDrama(dramaInfo);
KalravApplication.getInstance().getPrefs().hidepDialog(getContext());
}
dramaInfos=(ArrayList<DramaInfo>)dramaInfoDAO.getAllDrama();
if(dramaInfos!=null&&dramaInfos.size()>0){
adapter=new MyAdapter(dramaInfos);
myRecyclerView.setAdapter(adapter);
}
adapter.notifyDataSetChanged();
}catch(JSONException e){
e.printStackTrace();
Log.d("""",""displaydrama JSonException Exception ""+e);
Toast.makeText(getContext(),getString(R.string.no_data_available),Toast.LENGTH_LONG).show();
}
}"
66	"@Override int resultIndex(int higherIndex){
return higherIndex-1;
}"
67	"public boolean memorizeStone(PlayerInteractEvent event){
Sign state=(Sign)event.getClickedBlock().getState();
MemoryStone stone=plugin.getMemoryStoneManager().getMemoryStructureBehind(state);
if(stone!=null&&stone.getSign()!=null){
selected.put(event.getPlayer().getName(),stone.getName());
Set<MemoryStone> set=memorized.get(event.getPlayer().getName());
if(set==null){
set=new TreeSet<MemoryStone>();
memorized.put(event.getPlayer().getName(),set);
}
set.add(stone);
event.getPlayer().sendMessage(Config.getColorLang(""memorize"",""name"",stone.getName()));
saveLocations();
return true;
}
return false;
}"
68	"@Override public void onClick(View view){
mProcessLike=true;
refLike.addValueEventListener(new ValueEventListener(){
  @Override public void onDataChange(  DataSnapshot dataSnapshot){
    if (mProcessLike) {
      String userId=mAuth.getCurrentUser().getUid();
      if (dataSnapshot.child(key).hasChild(""likedBy"")) {
        if (dataSnapshot.child(key).child(""likedBy"").hasChild(userId)) {
